Obs_date,Treatment,Plot,Observation_type,Equipment
4/20/2002,T3,T3R1,Soil Preparation,"John Deere 726 15'9"" soil finisher"
4/19/2002,T3,T3R1,Soil Preparation,John Deere 714 Chisel plow
8/27/2001,T3,T3R1,Mowing,mower
7/30/2001,T3,T3R1,Harvest,John Deere 385 round baler
7/30/2001,T3,T3R1,Harvest,New Holland 1038 Stackliner (Bale Stacker)
7/30/2001,T3,T3R1,Harvest,baler
7/17/2001,T3,T3R1,Harvest,Weigh Wagon 
7/17/2001,T3,T3R1,Harvest,John Deere  9410 combine
4/5/2001,T3,T3R1,Fertilizer application,Top Air Sprayer
3/20/2001,T3,T3R1,Planting,Gandy Orbit-Air (15' boom)
11/1/2000,T3,T3R1,Planting,John Deere 750 10' no-till drill
10/30/2000,T3,T3R1,Soil Preparation,soil finisher --type unknown
10/18/2000,T3,T3R1,Harvest,unknown
10/14/2000,T3,T3R1,Harvest,unknown
7/20/2000,T3,T3R1,Weed control,Case IH 183 S-tine 6 row cultivator
7/20/2000,T3,T3R1,Weed control,row cultivator --type unknown
7/5/2000,T3,T3R1,Weed control,Top Air Sprayer
6/29/2000,T3,T3R1,Weed control,row cultivator --type unknown
6/7/2000,T3,T3R1,Soil Preparation,soil finisher --type unknown
6/7/2000,T3,T3R1,Planting,John Deere 7300 six row planter
5/26/2000,T3,T3R1,Soil Preparation,soil finisher --type unknown
5/8/2000,T3,T3R1,Soil Preparation,Disc: Krause 2204A Tandem Rock Flex 14 ft  Wheel Disc
5/3/2000,T3,T3R1,Soil Preparation,Glencoe Soil Saver - 'Nine Shank Chisel Plow'
10/14/1999,T3,T3R1,Planting,disk
10/14/1999,T3,T3R1,Planting,unknown
10/11/1999,T3,T3R1,Harvest,John Deere 4425 combine
7/2/1999,T3,T3R1,Planting,unknown
7/2/1999,T3,T3R1,Soil Preparation,Case IH 183 S-tine 6 row cultivator
6/16/1999,T3,T3R1,Weed control,row cultivator --type unknown
6/7/1999,T3,T3R1,Soil Preparation,Rotary Hoe
5/27/1999,T3,T3R1,Soil Preparation,Rotary Hoe
5/13/1999,T3,T3R1,Planting,Buffalo planter
5/13/1999,T3,T3R1,Fertilizer application,Buffalo planter
5/10/1999,T3,T3R1,Soil Preparation,12 ft glenco field cultivator
5/9/1999,T3,T3R1,Soil Preparation,12 ft glenco field cultivator
5/4/1999,T3,T3R1,Soil Preparation,Chisel plow --type unknown
4/20/1999,T3,T3R1,Fertilizer application,Terra-Gator
9/1/1998,T3,T3R1,Weed control,John Deere Rotary Mower
8/1/1998,T3,T3R1,Harvest,baler
7/11/1998,T3,T3R1,Harvest,combine
4/20/1998,T3,T3R1,Fertilizer application,unknown
3/1/1998,T3,T3R1,Planting,Gandy Air Seeder
10/26/1997,T3,T3R1,Soil Preparation,cultipacker
10/26/1997,T3,T3R1,Soil Preparation,John Deere 970 12 ft Cultimulcher
10/20/1997,T3,T3R1,Soil Preparation,disk
10/20/1997,T3,T3R1,Harvest,John Deere 4425 combine
7/9/1997,T3,T3R1,Weed control,Case IH 183 S-tine 6 row cultivator
7/2/1997,T3,T3R1,Weed control,Case IH 183 S-tine 6 row cultivator
6/25/1997,T3,T3R1,Weed control,Lely cultivator
6/18/1997,T3,T3R1,Weed control,broadcast sprayer
6/17/1997,T3,T3R1,Weed control,unknown
5/23/1997,T3,T3R1,Planting,Buffalo planter
5/22/1997,T3,T3R1,Soil Preparation,row cultivator --type unknown
5/13/1997,T3,T3R1,Soil Preparation,disk
5/13/1997,T3,T3R1,Soil Preparation,Moldboard plow
5/7/1997,T3,T3R1,Weed control,unknown
4/10/1997,T3,T3R1,Fertilizer application,bulk spreader
4/4/1997,T3,T3R1,Harvest,flail mower
11/3/1996,T3,T3R1,Harvest,unknown
6/28/1996,T3,T3R1,Weed control,Case IH 183 S-tine 6 row cultivator
6/28/1996,T3,T3R1,Planting,Gandy Orbit-Air (15' boom)
6/26/1996,T3,T3R1,Fertilizer application,unknown
6/26/1996,T3,T3R1,Weed control,bander
6/23/1996,T3,T3R1,Weed control,Case IH 183 S-tine 6 row cultivator
6/23/1996,T3,T3R1,Weed control,Case IH 183 S-tine 6 row cultivator
6/20/1996,T3,T3R1,Weed control,Hiniker between-row cultivator
6/20/1996,T3,T3R1,Weed control,Hiniker between-row cultivator
6/20/1996,T3,T3R1,Weed control,Case IH 183 S-tine 6 row cultivator
6/13/1996,T3,T3R1,Soil Preparation,broadcast sprayer
6/13/1996,T3,T3R1,Weed control,broadcast sprayer
6/11/1996,T3,T3R1,Weed control,broadcast sprayer
6/5/1996,T3,T3R1,Soil Preparation,Rotary Hoe
5/22/1996,T3,T3R1,Soil Preparation,Rotary Hoe
5/22/1996,T3,T3R1,Weed control,broadcast sprayer
5/22/1996,T3,T3R1,Soil Preparation,Rotary Hoe
5/14/1996,T3,T3R1,Fertilizer application,row cultivator --type unknown
5/14/1996,T3,T3R1,Soil Preparation,row cultivator --type unknown
5/14/1996,T3,T3R1,Soil Preparation,Buffalo no-till planter
5/14/1996,T3,T3R1,Fertilizer application,unknown
5/14/1996,T3,T3R1,Fertilizer application,Buffalo no-till planter
5/14/1996,T3,T3R1,Planting,row cultivator --type unknown
5/14/1996,T3,T3R1,Planting,Buffalo no-till planter
5/14/1996,T3,T3R1,Weed control,row cultivator --type unknown
5/6/1996,T3,T3R1,Soil Preparation,disk
4/28/1996,T3,T3R1,Soil Preparation,JD plow 
4/28/1996,T3,T3R1,Soil Preparation,White roll-over plow
4/28/1996,T3,T3R1,Soil Preparation,Moldboard plow
3/7/1996,T3,T3R1,Fertilizer application,bulk spreader
9/6/1995,T3,T3R1,Weed control,John Deere Rotary Mower
8/8/1995,T3,T3R1,Harvest,baler
7/27/1995,T3,T3R1,Harvest,combine
4/20/1995,T3,T3R1,Fertilizer application,unknown
3/9/1995,T3,T3R1,Planting,Gandy Orbit-Air (15' boom)
10/18/1994,T3,T3R1,Planting,John Deere 750 10' no-till drill
10/18/1994,T3,T3R1,Soil Preparation,soil finisher --type unknown
10/17/1994,T3,T3R1,Soil Preparation,Chisel plow --type unknown
10/15/1994,T3,T3R1,Harvest,JD Combine
7/1/1994,T3,T3R1,Weed control,Hiniker between-row cultivator
6/17/1994,T3,T3R1,Weed control,row cultivator --type unknown
6/9/1994,T3,T3R1,Weed control,broadcast sprayer
6/9/1994,T3,T3R1,Weed control,broadcast sprayer
6/1/1994,T3,T3R1,Weed control,Rotary Hoe
6/1/1994,T3,T3R1,Soil Preparation,Rotary Hoe
5/16/1994,T3,T3R1,Planting,Buffalo planter
5/12/1994,T3,T3R1,Soil Preparation,cultipacker
5/12/1994,T3,T3R1,Soil Preparation,row cultivator --type unknown
5/9/1994,T3,T3R1,Soil Preparation,Moldboard plow
4/18/1994,T3,T3R1,Soil Preparation,disk
4/7/1994,T3,T3R1,Harvest,flail mower
11/2/1993,T3,T3R1,Harvest,combine
10/29/1993,T3,T3R1,Harvest,combine
8/17/1993,T3,T3R1,Planting,broadcast sprayer
8/17/1993,T3,T3R1,Planting,Tye Drill
8/17/1993,T3,T3R1,Planting,high-boy (dairy)
7/12/1993,T3,T3R1,Weed control,row cultivator --type unknown
7/7/1993,T3,T3R1,Soil Preparation,Hiniker between-row cultivator
7/2/1993,T3,T3R1,Weed control,Hiniker between-row cultivator
6/16/1993,T3,T3R1,Weed control,row cultivator --type unknown
6/3/1993,T3,T3R1,Soil Preparation,Rotary Hoe
5/20/1993,T3,T3R1,Soil Preparation,Rotary Hoe
5/14/1993,T3,T3R1,Fertilizer application,unknown
5/14/1993,T3,T3R1,Planting,unknown
5/11/1993,T3,T3R1,Weed control,flail mower
4/27/1993,T3,T3R1,Fertilizer application,broadcast sprayer
8/26/1992,T3,T3R1,Soil Preparation,ridger...for ridging?
8/26/1992,T3,T3R1,Planting,broadcast sprayer
8/24/1992,T3,T3R1,Weed control,flail mower
8/20/1992,T3,T3R1,Weed control,unknown
8/11/1992,T3,T3R1,Weed control,broadcast sprayer
7/27/1992,T3,T3R1,Harvest,baler
7/21/1992,T3,T3R1,Harvest,combine
10/14/1991,T3,T3R1,Planting,unknown
10/9/1991,T3,T3R1,Planting,unknown
10/1/1991,T3,T3R1,Harvest,combine
7/10/1991,T3,T3R1,Weed control,row cultivator --type unknown
6/14/1991,T3,T3R1,Weed control,row cultivator --type unknown
6/7/1991,T3,T3R1,Weed control,broadcast sprayer
6/2/1991,T3,T3R1,Weed control,row cultivator --type unknown
5/21/1991,T3,T3R1,Planting,unknown
5/21/1991,T3,T3R1,Weed control,mower
11/12/1990,T3,T3R1,Weed control,combine
8/6/1990,T3,T3R1,Planting,broadcast sprayer
7/11/1990,T3,T3R1,Weed control,row cultivator --type unknown
6/12/1990,T3,T3R1,Weed control,row cultivator --type unknown
5/29/1990,T3,T3R1,Weed control,row cultivator --type unknown
5/7/1990,T3,T3R1,Soil Preparation,Rotary Hoe
4/30/1990,T3,T3R1,Planting,unknown
4/30/1990,T3,T3R1,Fertilizer application,unknown
8/12/1989,T3,T3R1,Planting,broadcast sprayer
8/7/1989,T3,T3R1,Soil Preparation,disk
8/7/1989,T3,T3R1,Soil Preparation,ridger...for ridging?
7/24/1989,T3,T3R1,Harvest,baler
7/17/1989,T3,T3R1,Harvest,combine
11/8/1988,T3,T3R1,Planting,unknown
11/3/1988,T3,T3R1,Planting,no-till implement carrier 
11/3/1988,T3,T3R1,Planting,10' Tye ‘Series 5’ grain drill 
5/9/1988,T3,T3R1,Soil Preparation,MF 298
5/9/1988,T3,T3R1,Soil Preparation,3 bottom plow
